Site Name,Site ID,Sample Date,Lab Sample ID,Time Collected,Time Delivered To Lab,Duplicate,Wet Weather?,Within holding time(6 hrs)?,Preservation temperature (deg C),Preservation ~4 deg C,Volume (mL),MPN/100mL Undiluted Sample,Lab,Analyst,Monitoring Org,Comments
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,8/17/2023,23-21-02,6:53:00,10:00:00,N,Y,Y,3,Y,100,67,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,8/31/2023,23-25-02,6:45:00,9:50:00,N,Y,Y,2.9,Y,100,60.9,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,9/7/2023,23-27-02,8:30:00,9:30:00,N,N,Y,6.6,N,100,19.9,CRC Lab,Langley,CRC,0
"Connecticut River at Barton Cove, Gill at State Boat Ramp",MA-CTR_122.5,9/14/2023,23-28-02,6:50:00,10:30:00,N,Y,Y,4.7,N,100,68.3,CRC Lab,Langley,CRC,0
"Connecticut River at Pauchaug Brook Boat Launch, Northfield",MA-CTR_135.7,6/1/2023,23-01-01,7:15:00,10:30:00,N,N,Y,7.4,N,100,9.7,CRC Lab,Langley,CRC,0
"Connecticut River at Pauchaug Brook Boat Launch, Northfield",MA-CTR_135.7,6/8/2023,23-02-31,7:15:00,10:29:00,N,Y,Y,1.3,Y,100,12.1,CRC Lab,Langley,CRC,0
"Connecticut River at Pauchaug Brook Boat Launch, Northfield",MA-CTR_135.7,6/15/2023,23-04-01,6:50:00,9:45:00,N,Y,Y,6.2,N,100,43.5,CRC Lab,Langley,CRC,0
"Connecticut River at Pauchaug Brook Boat Launch, Northfield",MA-CTR_135.7,6/22/2023,23-06-34,8:50:00,9:45:00,N,N,Y,7.6,N,100,12.2,CRC Lab,Langley,CRC,0
"Connecticut River at Pauchaug Brook Boat Launch, Northfield",MA-CTR_135.7,6/29/2023,23-08-01,7:10:00,9:45:00,N,Y,Y,9.1,N,100,307.6,CRC Lab,Langley,CRC,0
"Connecticut River at Pauchaug Brook Boat Launch, Northfield",MA-CTR_135.7,8/17/2023,23-21-01,8:30:00,10:00:00,N,Y,Y,3.8,Y,100,20.3,CRC Lab,Langley,CRC,0
"Connecticut River at Pauchaug Brook Boat Launch, Northfield",MA-CTR_135.7,8/31/2023,23-25-01,7:15:00,9:50:00,N,Y,Y,3.6,Y,100,108.1,CRC Lab,Langley,CRC,0
"Connecticut River at Pauchaug Brook Boat Launch, Northfield",MA-CTR_135.7,9/7/2023,23-27-01,7:10:00,9:30:00,N,N,Y,10.6,N,100,83.6,CRC Lab,Langley,CRC,0
"Connecticut River at Pauchaug Brook Boat Launch, Northfield",MA-CTR_135.7,9/14/2023,23-28-01,6:55:00,10:30:00,N,Y,Y,5.8,N,100,60.9,CRC Lab,Langley,CRC,0
"Deerfield River, 5 & 10 Bridge",MA-DFR_01.1,6/21/2023,23-05-01,6:32:00,9:50:00,N,Y,Y,10.1,N,100,130.9,CRC Lab,Langley,DRWA,0
"Deerfield River, 5 & 10 Bridge",MA-DFR_01.1,7/19/2023,23-12-01,9:50:00,10:20:00,N,Y,Y,5.4,N,100,488.4,CRC Lab,Langley,DRWA,0
"Deerfield River, 5 & 10 Bridge",MA-DFR_01.1,8/16/2023,23-20-03,8:30:00,9:50:00,N,Y,Y,4.2,N,100,920.8,CRC Lab,Langley,DRWA,0
"Deerfield River, 5 & 10 Bridge",MA-DFR_01.1,8/30/2023,23-24-02,6:50:00,10:50:00,N,Y,Y,3.1,Y,100,172.5,CRC Lab,Langley,DRWA,0
"Deerfield River, Near Deerfield Academy",MA-DFR_05.1,6/21/2023,23-05-02,8:35:00,9:50:00,N,Y,Y,14.2,N,100,43.9,CRC Lab,Langley,DRWA,0
"Deerfield River, Near Deerfield Academy",MA-DFR_05.1,7/5/2023,23-09-02,8:40:00,9:50:00,N,Y,Y,7.3,N,100,275.5,CRC Lab,Langley,DRWA,0
"Deerfield River, Near Deerfield Academy",MA-DFR_05.1,7/19/2023,23-12-02,8:40:00,10:45:00,N,Y,Y,10.4,N,100,579.4,CRC Lab,Langley,DRWA,0
"Deerfield River, Near Deerfield Academy",MA-DFR_05.1,8/16/2023,23-20-04,8:30:00,9:50:00,N,Y,Y,3.3,Y,100,517.2,CRC Lab,Langley,DRWA,0
"Deerfield River, Near Deerfield Academy",MA-DFR_05.1,8/30/2023,23-24-03,8:50:00,10:50:00,N,Y,Y,8.5,N,100,214.3,CRC Lab,Langley,DRWA,0
Deerfield River at Stillwater Bridge,MA-DFR_08.0,6/21/2023,23-05-03,8:00:00,9:50:00,N,Y,Y,12.7,N,100,29.2,CRC Lab,Langley,DRWA,0
Deerfield River at Stillwater Bridge,MA-DFR_08.0,7/19/2023,23-12-03,7:55:00,10:45:00,N,Y,Y,8.1,N,100,261.3,CRC Lab,Langley,DRWA,0
Deerfield River at Stillwater Bridge,MA-DFR_08.0,8/16/2023,23-20-05,7:50:00,9:50:00,N,Y,Y,3.7,Y,100,435.2,CRC Lab,Langley,DRWA,0
Deerfield River at Stillwater Bridge,MA-DFR_08.0,8/30/2023,23-24-04,8:05:00,10:50:00,N,Y,Y,12.7,N,100,78.9,CRC Lab,Langley,DRWA,0
"Deerfield River, Gardners Falls",MA-DFR_16.1,6/21/2023,23-05-04,8:00:00,9:50:00,N,Y,Y,6.9,N,100,83.3,CRC Lab,Langley,DRWA,Previously MA-DFR_15.6
"Deerfield River, Gardners Falls",MA-DFR_16.1,7/5/2023,23-09-03,8:17:00,9:50:00,N,Y,Y,7.2,N,100,77.6,CRC Lab,Langley,DRWA,0
"Deerfield River, Gardners Falls",MA-DFR_16.1,7/19/2023,23-12-04,7:50:00,10:00:00,N,Y,Y,3.6,Y,100,365.4,CRC Lab,Langley,DRWA,0
"Deerfield River, Gardners Falls",MA-DFR_16.1,8/30/2023,23-24-05,7:50:00,10:50:00,N,Y,Y,4.8,N,100,146.7,CRC Lab,Langley,DRWA,0
"Deerfield River, Near Academy at Charlemont",MA-DFR_24.0,6/21/2023,23-05-05,8:00:00,9:50:00,N,Y,Y,7.7,N,100,69.1,CRC Lab,Langley,DRWA,0
"Deerfield River, Near Academy at Charlemont",MA-DFR_24.0,8/16/2023,23-20-06,8:00:00,9:50:00,N,Y,Y,3,Y,100,118.7,CRC Lab,Langley,DRWA,0
"Deerfield River, Near Academy at Charlemont",MA-DFR_24.0,8/30/2023,23-24-06,8:42:00,10:50:00,N,Y,Y,5.3,N,100,67.7,CRC Lab,Langley,DRWA,0
"Deerfield River, Shunpike Rest Area",MA-DFR_28.9,6/21/2023,23-05-06,8:05:00,9:50:00,N,Y,Y,8.3,N,100,16.1,CRC Lab,Langley,DRWA,0
"Deerfield River, Shunpike Rest Area",MA-DFR_28.9,7/5/2023,23-09-04,8:00:00,9:50:00,N,Y,Y,7.7,N,100,161.6,CRC Lab,Langley,DRWA,0
"Deerfield River, Shunpike Rest Area",MA-DFR_28.9,7/19/2023,23-12-05,8:12:00,10:00:00,N,Y,Y,3.3,Y,100,29.2,CRC Lab,Langley,DRWA,0
"Deerfield River, Shunpike Rest Area",MA-DFR_28.9,8/16/2023,23-20-07,7:56:00,9:50:00,N,Y,Y,3.6,Y,100,62.7,CRC Lab,Langley,DRWA,0
"East Branch North River, Foundry Village Rd Ballfields",MA-EBN_02.4,6/21/2023,23-05-07,7:34:00,9:50:00,N,Y,Y,8.4,N,100,> 2419.6,CRC Lab,Langley,DRWA,0
"East Branch North River, Foundry Village Rd Ballfields",MA-EBN_02.4,7/5/2023,23-09-06,7:24:00,9:50:00,N,Y,Y,7,N,100,111.2,CRC Lab,Langley,DRWA,0
"East Branch North River, Foundry Village Rd Ballfields",MA-EBN_02.4,7/19/2023,23-12-06,7:20:00,10:00:00,N,Y,Y,2.8,Y,100,290.9,CRC Lab,Langley,DRWA,0
Fort River at Groff Park,MA-FRT_08.4,6/22/2023,23-06-54,7:03:00,11:00:00,N,N,Y,5.1,N,100,218.7,CRC Lab,Langley,CRC,0
Fort River at Groff Park,MA-FRT_08.4,6/29/2023,23-08-20,7:40:00,10:45:00,N,Y,Y,7.9,N,100,344.8,CRC Lab,Langley,CRC,0
Fort River at Groff Park,MA-FRT_08.4,7/20/2023,23-13-53,8:00:00,11:00:00,N,Y,Y,4,Y,100,275.5,CRC Lab,Langley,CRC,0
Fort River at Groff Park,MA-FRT_08.4,7/27/2023,23-15-25,7:55:00,10:40:00,N,Y,Y,2.5,Y,100,218.7,CRC Lab,Langley,CRC,0
Fort River at Groff Park,MA-FRT_08.4,8/3/2023,23-17-23,7:55:00,10:10:00,N,N,Y,3.3,Y,100,155.3,CRC Lab,Langley,CRC,0
Fort River at Groff Park,MA-FRT_08.4,8/17/2023,23-21-20,7:55:00,10:00:00,N,Y,Y,4.4,N,100,488.4,CRC Lab,Langley,CRC,0
Fort River at Groff Park,MA-FRT_08.4,8/31/2023,23-25-27,7:55:00,10:20:00,N,Y,Y,3.9,Y,100,686.7,CRC Lab,Langley,CRC,0
"Green River, Between MA-2A and RR Bridge",MA-GRN_02.0,6/21/2023,23-05-08,9:25:00,9:50:00,N,Y,Y,13.5,N,100,290.9,CRC Lab,Langley,DRWA,0
"Green River, Between MA-2A and RR Bridge",MA-GRN_02.0,7/5/2023,23-09-07,8:27:00,9:20:00,N,Y,Y,7.4,N,100,235.9,CRC Lab,Langley,DRWA,0
"Green River, Between MA-2A and RR Bridge",MA-GRN_02.0,8/16/2023,23-20-08,9:16:00,9:50:00,N,Y,Y,3.2,Y,100,275.5,CRC Lab,Langley,DRWA,0
"Green River, Between MA-2A and RR Bridge",MA-GRN_02.0,8/30/2023,23-24-07,8:34:00,10:50:00,N,Y,Y,5.8,N,100,365.4,CRC Lab,Langley,DRWA,0
"Green River, Off Colrain St",MA-GRN_02.2,6/21/2023,23-05-09,9:11:00,9:50:00,N,Y,Y,12.9,N,100,167.4,CRC Lab,Langley,DRWA,0
"Green River, Off Colrain St",MA-GRN_02.2,7/5/2023,23-09-08,8:27:00,9:20:00,N,Y,Y,7.7,N,100,224.7,CRC Lab,Langley,DRWA,0
"Green River, Off Colrain St",MA-GRN_02.2,8/16/2023,23-20-09,9:16:00,9:50:00,N,Y,Y,3.1,Y,100,365.4,CRC Lab,Langley,DRWA,0
"Green River, Off Colrain St",MA-GRN_02.2,8/30/2023,23-24-08,8:24:00,10:50:00,N,Y,Y,13.1,N,100,410.6,CRC Lab,Langley,DRWA,0
Green River in Colrain,MA-GRN_09.8,6/21/2023,23-05-10,8:00:00,10:20:00,N,Y,Y,10.7,N,100,12.1,CRC Lab,Langley,DRWA,0
Green River in Colrain,MA-GRN_09.8,7/5/2023,23-09-09,8:18:00,11:00:00,N,Y,Y,5,N,100,90.8,CRC Lab,Langley,DRWA,0
Green River in Colrain,MA-GRN_09.8,7/19/2023,23-12-07,8:00:00,10:45:00,N,Y,Y,7.4,N,100,135.4,CRC Lab,Langley,DRWA,0
Green River in Colrain,MA-GRN_09.8,8/16/2023,23-20-10,9:35:00,10:30:00,N,Y,Y,6.1,N,100,140.1,CRC Lab,Langley,DRWA,0
Green River in Colrain,MA-GRN_09.8,8/30/2023,23-24-09,10:18:00,10:50:00,N,Y,Y,5.4,N,100,920.8,CRC Lab,Langley,DRWA,0
"Lower Millpond, Millside Park",MA-LMP_00.2,6/1/2023,23-01-17,8:00:00,10:30:00,N,N,Y,4.8,N,100,5.2,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,6/8/2023,23-02-47,8:07:00,11:15:00,N,Y,Y,2.2,Y,100,5.2,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,6/15/2023,23-04-20,8:05:00,10:20:00,N,Y,Y,4.6,N,100,61.3,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,6/22/2023,23-06-53,8:07:00,11:00:00,N,N,Y,5.8,N,100,9.7,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,6/29/2023,23-08-19,7:45:00,10:45:00,N,Y,Y,7.6,N,100,574.8,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,7/6/2023,23-10-49,8:05:00,10:45:00,N,Y,Y,2.7,Y,100,33.1,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,7/20/2023,23-13-49,8:05:00,11:00:00,N,Y,Y,4.1,N,100,56.8,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,7/27/2023,23-15-19,8:10:00,10:40:00,N,Y,Y,3.3,Y,100,27.2,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,8/3/2023,23-17-17,8:10:00,10:10:00,N,N,Y,4.3,N,100,31.8,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,8/10/2023,23-19-47,8:17:00,10:40:00,N,Y,Y,3.3,Y,100,27.2,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,8/17/2023,23-21-14,8:15:00,10:00:00,N,Y,Y,3.4,Y,100,23.1,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,8/31/2023,23-25-20,8:15:00,10:20:00,N,Y,Y,4.3,N,100,79.4,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,9/7/2023,23-27-19,8:10:00,10:20:00,N,N,Y,3.7,Y,100,11.9,CRC Lab,Langley,CRC,0
"Lower Millpond, Millside Park",MA-LMP_00.2,9/14/2023,23-28-14,8:01:00,10:50:00,N,Y,Y,3.9,Y,100,27.2,CRC Lab,Langley,CRC,0
Lake Warner Boat Ramp,MA-LWR_00.1,7/27/2023,23-15-24,7:00:00,10:40:00,N,Y,Y,3.6,Y,100,30.1,CRC Lab,Langley,CRC,0
Lake Warner Boat Ramp,MA-LWR_00.1,8/3/2023,23-17-36,8:30:00,10:10:00,N,N,Y,16.1,N,100,> 2419.6,CRC Lab,Langley,CRC,0
Lake Warner Boat Ramp,MA-LWR_00.1,8/10/2023,23-19-51,8:00:00,10:40:00,N,Y,Y,4.2,N,100,28.8,CRC Lab,Langley,CRC,0
Lake Warner Boat Ramp,MA-LWR_00.1,8/17/2023,23-21-18,8:30:00,10:15:00,N,Y,Y,5,N,100,435.2,CRC Lab,Langley,CRC,0
Lake Warner Boat Ramp,MA-LWR_00.1,8/31/2023,23-25-26,6:40:00,10:20:00,N,Y,Y,5.5,N,100,59.4,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,6/1/2023,23-01-15,8:00:00,10:30:00,N,N,Y,8.3,N,100,131.4,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,6/8/2023,23-02-46,7:30:00,11:15:00,N,Y,Y,3.4,Y,100,238.2,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,6/15/2023,23-04-19,7:50:00,10:20:00,N,Y,Y,8,N,100,> 2419.6,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,6/22/2023,23-06-52,8:08:00,11:00:00,N,N,Y,6.3,N,100,410.6,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,6/29/2023,23-08-18,7:10:00,10:45:00,N,Y,Y,6.8,N,100,> 2419.6,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,7/6/2023,23-10-48,7:55:00,10:45:00,N,Y,Y,3.5,Y,100,410.6,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,7/20/2023,23-13-48,9:00:00,11:00:00,N,Y,Y,4.3,N,100,178.5,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,7/27/2023,23-15-18,7:55:00,10:40:00,N,Y,Y,3.6,Y,100,344.1,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,8/3/2023,23-17-16,8:00:00,10:10:00,N,N,Y,4,Y,100,146.7,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,8/10/2023,23-19-46,7:35:00,10:40:00,N,Y,Y,4,Y,100,387.3,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,8/17/2023,23-21-13,8:05:00,10:00:00,N,Y,Y,3.8,Y,100,410.6,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,8/31/2023,23-25-19,8:00:00,10:20:00,N,Y,Y,4.5,N,100,1553.1,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,9/7/2023,23-27-18,8:05:00,10:20:00,N,N,Y,4.1,N,100,218.7,CRC Lab,Langley,CRC,0
Manhan River at Dwyer Conservation Area,MA-MAN_03.2,9/14/2023,23-28-13,8:15:00,10:50:00,N,Y,Y,3.9,Y,100,488.4,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,6/1/2023,23-01-14,8:00:00,10:30:00,N,N,Y,8.1,N,100,123.6,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,6/8/2023,23-02-45,7:45:00,11:15:00,N,Y,Y,3.9,Y,100,139.6,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,6/15/2023,23-04-18,7:35:00,10:20:00,N,Y,Y,8.6,N,100,> 2419.6,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,6/22/2023,23-06-51,7:47:00,11:00:00,N,N,Y,5.9,N,100,218.7,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,6/29/2023,23-08-17,7:25:00,10:45:00,N,Y,Y,7.4,N,100,> 2419.6,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,7/6/2023,23-10-47,8:05:00,10:45:00,N,Y,Y,4,Y,100,387.3,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,7/20/2023,23-13-47,8:30:00,11:00:00,N,Y,Y,3.7,Y,100,261.3,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,7/27/2023,23-15-17,7:39:00,10:40:00,N,Y,Y,3.1,Y,100,344.8,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,8/3/2023,23-17-15,7:45:00,10:10:00,N,N,Y,3.9,Y,100,198.9,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,8/10/2023,23-19-45,7:20:00,10:40:00,N,Y,Y,4.1,N,100,290.9,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,8/17/2023,23-21-12,7:37:00,10:00:00,N,Y,Y,3.4,Y,100,387.3,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,8/31/2023,23-25-18,7:45:00,10:20:00,N,Y,Y,4.4,N,100,1553.1,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,9/7/2023,23-27-17,7:45:00,10:20:00,N,N,Y,6.4,N,100,275.5,CRC Lab,Langley,CRC,0
Manhan River off of Mill St,MA-MAN_04.4,9/14/2023,23-28-12,8:00:00,10:50:00,N,Y,Y,4.5,N,100,325.5,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,6/1/2023,23-01-13,8:00:00,10:30:00,N,N,Y,4,Y,100,187.2,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,6/8/2023,23-02-44,7:38:00,11:15:00,N,Y,Y,2.4,Y,100,198.9,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,6/15/2023,23-04-17,6:58:00,10:20:00,N,Y,Y,4.2,N,100,> 2419.6,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,6/22/2023,23-06-50,7:50:00,11:00:00,N,N,Y,5.9,N,100,125.9,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,6/29/2023,23-08-16,7:47:00,10:45:00,N,Y,Y,6.9,N,100,1119.9,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,7/6/2023,23-10-46,7:45:00,10:45:00,N,Y,Y,2.2,Y,100,248.9,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,7/20/2023,23-13-46,7:45:00,11:00:00,N,Y,Y,3.9,Y,100,155.3,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,7/27/2023,23-15-16,7:45:00,10:40:00,N,Y,Y,4.4,N,100,261.3,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,8/3/2023,23-17-14,6:52:00,10:10:00,N,N,Y,3.5,Y,100,116.9,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,8/10/2023,23-19-44,7:46:00,10:40:00,N,Y,Y,3.1,Y,100,191.8,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,8/17/2023,23-21-11,7:55:00,10:00:00,N,Y,Y,3.1,Y,100,290.9,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,8/31/2023,23-25-17,7:45:00,10:20:00,N,Y,Y,7.3,N,100,648.8,CRC Lab,Langley,CRC,0
"Mill River, Northampton at Rope Swing off Smith College Path",MA-MRN_04.0,9/7/2023,23-27-16,7:47:00,10:20:00,N,N,Y,4.3,N,100,115.3,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,6/1/2023,23-01-12,8:00:00,10:30:00,N,N,Y,4.1,N,100,129.6,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,6/8/2023,23-02-43,7:12:00,11:15:00,N,Y,Y,2.3,Y,100,142.1,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,6/15/2023,23-04-16,6:38:00,10:20:00,N,Y,Y,4.8,N,100,1986.3,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,6/22/2023,23-06-49,7:30:00,11:00:00,N,N,Y,6.3,N,100,152.9,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,6/29/2023,23-08-15,7:27:00,10:45:00,N,Y,Y,7.1,N,100,920.8,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,7/6/2023,23-10-45,7:25:00,10:45:00,N,Y,Y,2.3,Y,100,228.2,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,7/20/2023,23-13-45,7:30:00,11:00:00,N,Y,Y,5,N,100,139.6,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,7/27/2023,23-15-15,7:26:00,10:40:00,N,Y,Y,2.6,Y,100,111.9,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,8/3/2023,23-17-13,6:30:00,10:10:00,N,N,Y,3.6,Y,100,61.7,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,8/10/2023,23-19-43,7:25:00,10:40:00,N,Y,Y,4.9,N,100,82,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,8/17/2023,23-21-10,7:32:00,10:00:00,N,Y,Y,3.8,Y,100,185,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,8/31/2023,23-25-16,7:24:00,10:20:00,N,Y,Y,5.8,N,100,488.4,CRC Lab,Langley,CRC,0
Mill River near Hinckley Street,MA-MRN_04.9,9/7/2023,23-27-15,7:27:00,10:20:00,N,N,Y,4.3,N,100,186,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,6/1/2023,23-01-11,8:00:00,10:30:00,N,N,Y,4.4,N,100,35,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,6/8/2023,23-02-42,7:45:00,11:15:00,N,Y,Y,1.4,Y,100,43.5,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,6/15/2023,23-04-15,8:25:00,10:20:00,N,Y,Y,5.3,N,100,770.1,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,6/22/2023,23-06-48,8:22:00,11:00:00,N,N,Y,5.1,N,100,55.6,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,6/29/2023,23-08-14,8:10:00,10:45:00,N,Y,Y,7.6,N,100,235.9,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,7/6/2023,23-10-44,6:35:00,10:45:00,N,Y,Y,5.2,N,100,91,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,7/20/2023,23-13-44,8:30:00,11:00:00,N,Y,Y,4.8,N,100,93.3,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,7/27/2023,23-15-14,8:00:00,10:40:00,N,Y,Y,1.8,Y,100,93.3,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,8/3/2023,23-17-12,8:00:00,10:10:00,N,N,Y,4,Y,100,95.9,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,8/10/2023,23-19-42,7:15:00,10:40:00,N,Y,Y,3.3,Y,100,95.9,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,8/17/2023,23-21-09,7:07:00,10:00:00,N,Y,Y,3.8,Y,100,157.6,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,8/31/2023,23-25-15,8:22:00,10:20:00,N,Y,Y,5.7,N,100,122.3,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,9/7/2023,23-27-14,7:35:00,10:20:00,N,N,Y,4.6,N,100,55.6,CRC Lab,Langley,CRC,0
"Mill River, Upstream of Leeds Dam",MA-MRN_09.7,9/14/2023,23-28-11,7:10:00,10:50:00,N,Y,Y,4.3,N,100,129.6,CRC Lab,Langley,CRC,0
"Connecticut River Oxbow, Easthampton at State Boat Ramp",MA-OXE_00.1,6/1/2023,23-01-06,8:00:00,10:30:00,N,N,Y,4.4,N,100,461.1,CRC Lab,Langley,CRC,0
"Connecticut River Oxbow, Easthampton at State Boat Ramp",MA-OXE_00.1,6/8/2023,23-02-36,9:30:00,11:15:00,N,Y,Y,4.5,N,100,33.6,CRC Lab,Langley,CRC,0
"Connecticut River Oxbow, Easthampton at State Boat Ramp",MA-OXE_00.1,6/15/2023,23-04-07,8:25:00,10:20:00,N,Y,Y,7.9,N,100,1203.3,CRC Lab,Langley,CRC,0
"Connecticut River Oxbow, Easthampton at State Boat Ramp",MA-OXE_00.1,6/22/2023,23-06-41,7:09:00,11:00:00,N,N,Y,5.7,N,100,75.4,CRC Lab,Langley,CRC,0
